代码,名字,近期涨跌幅,市盈率,行业,当日涨跌幅2025-07-28 18:29:07
600019,宝钢股份,0.154545455,20.92,未知行业,-2.15
686,东北证券,0.106438896,21.33,未知行业,-0.12
1333,光华股份,0.053097345,21.52,未知行业,0.28
600883,博闻科技,0.060759494,21.82,未知行业,1.21
601228,广州港,0.055214724,22.12,未知行业,-0.88
600262,北方股份,0.126875853,22.52,未知行业,1.23
600329,达仁堂,0.126738794,22.65,未知行业,-0.66
2135,东南网架,0.08254717,22.69,未知行业,-0.89
605116,奥锐特,0.142110266,22.9,未知行业,-0.43
55,方大集团,0.053012048,22.92,未知行业,0.69
408,藏格矿业,0.150856867,23.19,未知行业,0.74
600278,东方创业,0.088483146,24,未知行业,-0.78
601211,国泰君安,0.098837209,24.11,未知行业,2.87
600958,东方证券,0.210197711,24.82,未知行业,-0.26
600196,复星医药,0.069980119,24.87,未知行业,0.94
600335,国机汽车,0.05362776,24.94,未知行业,-0.46
301181,标榜股份,0.08964388,25.28,未知行业,1.53
597,东北制药,0.236190476,25.77,未知行业,-0.92
300200,高盟新材,0.055727554,25.85,未知行业,0.29
603325,博隆技术,0.203279577,26.04,未知行业,0.86
300294,博雅生物,0.064553537,26.31,未知行业,-0.77
301195,北路智控,0.051540616,26.64,未知行业,0.64
910,大亚圣象,0.067639257,26.89,未知行业,-0.5
300866,安克创新,0.129898918,27.12,未知行业,1.72
603648,畅联股份,0.055140187,27.58,未知行业,-0.36
600094,大名城,0.070967742,27.76,未知行业,-0.61
301290,东星医疗,0.119672131,27.94,未知行业,1.64
600637,东方明珠,0.090909091,28.38,未知行业,-0.38
603876,鼎胜新材,0.054444444,28.83,未知行业,-1.06
2340,格林美,0.073248408,29.31,未知行业,0.15
969,安泰科技,0.139442231,29.43,未知行业,-0.71
2641,公元股份,0.085995086,29.89,未知行业,-1.14
300285,国瓷材料,0.113730112,29.99,未知行业,3.56
2241,歌尔股份,0.073907165,30.26,未知行业,-0.8
601968,宝钢包装,0.103950104,30.3,未知行业,-1.34
600523,贵航股份,0.12037037,30.34,未知行业,1.55
601901,方正证券,0.079589217,30.51,未知行业,-0.24
2536,飞龙股份,0.125845737,31.27,未知行业,0.06
1378,德冠新材,0.060798548,31.65,未知行业,0.69
603890,春秋电子,0.081952921,32.01,未知行业,0.73
601678,滨化股份,0.102380952,32.14,未知行业,-1.74
990,诚志股份,0.065860215,32.33,未知行业,0.89
600966,博汇纸业,0.15261959,32.46,未知行业,-0.2
2046,国机精工,0.185255198,32.46,未知行业,1.73
2981,朝阳科技,0.100114635,32.59,未知行业,-1
301298,东利机械,0.08411215,33.01,未知行业,0.82
301186,超达装备,0.102581996,33.23,未知行业,4.29
300776,帝尔激光,0.108417888,34.14,未知行业,0.31
301446,福事特,0.179453836,35.11,未知行业,-0.98
2611,东方精工,0.172006745,35.61,未知行业,3.81
593,德龙汇能,0.074626866,36.72,未知行业,3.18
300239,东宝生物,0.061619718,37.62,未知行业,-0.33
2815,崇达技术,0.111410602,38,未知行业,4.83
300558,贝达药业,0.16150836,38.42,未知行业,3.69
301548,崇德科技,0.098505578,38.44,未知行业,1.22
600558,大西洋,0.098113208,38.51,未知行业,-0.54
1389,广合科技,0.207643536,38.7,未知行业,4.34
300059,东方财富,0.070893879,39.55,未知行业,0.54
962,东方钽业,0.125307125,39.77,未知行业,0.28
300679,电连技术,0.089134525,39.96,未知行业,1.47
300031,宝通科技,0.079351536,40.52,未知行业,-0.89
603087,甘李药业,0.104649009,40.75,未知行业,2.1
603931,格林达,0.109313339,41.24,未知行业,-0.3
603320,迪贝电气,0.06785317,41.99,未知行业,1.91
301370,国科恒泰,0.066918002,42.03,未知行业,0
300034,钢研高纳,0.113254512,42.27,未知行业,0.96
2901,大博医疗,0.231754875,42.56,未知行业,-0.05
300320,海达股份,0.085977482,43.22,未知行业,-0.1
603082,北自科技,0.057538625,43.67,未知行业,0
603915,国茂股份,0.167153285,44.7,未知行业,1.1
600850,电科数字,0.133898305,44.77,未知行业,-0.54
300547,川环科技,0.115517241,44.99,未知行业,0.57
300824,北鼎股份,0.081463009,46.61,未知行业,1.41
300314,戴维医疗,0.136577708,47.87,未知行业,6.55
600455,博通股份,0.061824953,48.04,未知行业,-0.91
300634,彩讯股份,0.104263566,50.32,未知行业,-2.67
2054,德美化工,0.05942029,51.17,未知行业,0.41
600635,大众公用,0.112820513,51.87,未知行业,-1.84
605566,福莱蒽特,0.114385614,54.77,未知行业,-1.17
603177,德创环保,0.068357222,55.28,未知行业,0.83
1336,楚环科技,0.080399619,56.33,未知行业,1.02
2812,恩捷股份,0.098261795,57.46,未知行业,1.57
301080,百普赛斯,0.118133003,57.77,未知行业,-0.55
2900,哈三联,0.158303887,59.75,未知行业,-0.62
300409,道氏技术,0.141206675,60.29,未知行业,5.83
300083,创世纪,0.090797546,61.43,未知行业,0
600131,国网信通,0.057405281,61.65,未知行业,-0.6
600721,百花医药,0.11862069,62.31,未知行业,0
601999,出版传媒,0.050798258,64.28,未知行业,0.28
2182,宝武镁业,0.091216216,65.02,未知行业,-0.39
601616,广电电气,0.057742782,65.82,未知行业,0
301191,菲菱科思,0.100483811,67.77,未知行业,0.2
601568,北元集团,0.085784314,69.48,未知行业,-1.38
301007,德迈仕,0.187180361,71.29,未知行业,-0.63
301528,多浦乐,0.121854305,76.04,未知行业,2.93
301083,百胜智能,0.082568807,76.96,未知行业,0.24
300151,昌红科技,0.150787075,79.23,未知行业,2.58
300517,海波重科,0.161654135,83.82,未知行业,4.27
300183,东软载波,0.051838457,87.58,未知行业,0.35
301331,恩威医药,0.156947891,88.13,未知行业,0.11
301602,超研股份,0.101694915,88.65,未知行业,-1.07
2221,东华能源,0.077412513,88.97,未知行业,3.04
300238,冠昊生物,0.08186398,93.95,未知行业,-0.83
300720,海川智能,0.066570881,98.07,未知行业,1.78
2385,大北农,0.056790123,99.8,未知行业,0.24
600965,福成股份,0.087755102,106.95,未知行业,2.3
629,钒钛股份,0.128404669,114.52,未知行业,-1.06
300964,本川智能,0.19408867,126.13,未知行业,4.35
600354,敦煌种业,0.066985646,126.56,未知行业,0.15
600661,昂立教育,0.080675422,127.26,未知行业,-1.13
300826,测绘股份,0.097992916,129.65,未知行业,0.66
576,甘化科工,0.22945571,130.09,未知行业,6.18
2708,光洋股份,0.057859209,131.77,未知行业,1.2
917,电广传媒,0.069199457,137.19,未知行业,1.42
301421,波长光电,0.189739884,146,未知行业,-2.71
605298,必得科技,0.114449213,180.28,未知行业,-0.83
978,桂林旅游,0.063621533,188.54,未知行业,0.15
603701,德宏股份,0.053271569,229.86,未知行业,0.45
2271,东方雨虹,0.184629803,312.39,未知行业,-0.73
2407,多氟多,0.094514768,455.65,未知行业,0.31
2414,高德红外,0.126506024,544.13,未知行业,5.65
600640,国脉文化,0.073825503,585.62,未知行业,-0.39
813,德展健康,0.209230769,802.87,未知行业,1.03
301095,广立微,0.102021358,1093.6,未知行业,-0.61
2350,北京科锐,0.084179971,1460.73,未知行业,-0.55
600336,澳柯玛,0.068613139,1505.47,未知行业,0.42
