代码,名字,近期涨跌幅,市盈率,行业,当日涨跌幅2025-07-14 22:36:46
002054,德美化工,0.13186813186813184,51.17,化学制品,2.56
300244,迪安诊断,0.11479028697571747,61.4,医疗服务,-1.58
300396,迪瑞医疗,0.10622154779969654,17.27,医疗器械,0.42
300842,帝科股份,0.1355599214145384,19.73,光伏设备,0.24
002797,第一创业,0.1551459293394777,39.08,证券,-1.73
002798,帝欧家居,0.19395017793594302,-8.68,装修建材,0.0
002268,电科网安,0.12831585441085738,-53.04,软件开发,-1.22
603383,顶点软件,0.1682065217391306,59.34,软件开发,-2.37
300011,鼎汉技术,0.10488505747126443,230.57,交运设备,1.72
300749,顶固集创,0.1603153745072273,-114.03,装修建材,1.15
603255,鼎际得,0.1996927803379416,289.07,化学制品,0.5
000686,东北证券,0.14305555555555557,21.33,证券,-1.22
300239,东宝生物,0.10428305400372433,37.62,生物制品,1.72
300059,东方财富,0.15886045388701106,39.55,互联网服务,-1.01
002167,东方锆业,0.23126338329764456,-146.31,小金属,0.0
002545,东方铁塔,0.1160092807424594,15.45,化肥行业,1.8
000828,东莞控股,0.10402355250245345,10.98,铁路公路,-2.13
001201,东瑞股份,0.14172185430463569,-37.57,农牧饲渔,0.88
601555,东吴证券,0.10211267605633816,17.05,证券,-1.28
600405,动力源,0.11984282907662089,-17.37,电源设备,1.45
300486,东杰智能,0.2069970845481048,-29.94,专用设备,0.12
605177,东亚药业,0.12305025996533811,37.08,化学制药,1.41
301232,飞沃科技,0.1353520612914995,-22.2,风电设备,1.15
