代码,名字,近期涨跌幅,市盈率,行业,当日涨跌幅2025-05-29 21:07:48
002486,嘉麟杰,0.2028985507246379,86.11,纺织服装,1.23
600418,江淮汽车,0.17438848920863315,87.68,汽车整车,3.12
301061,匠心家居,0.18485262541479613,21.29,家电行业,2.53
301509,金凯生科,0.28581103962072457,63.36,生物制品,4.23
300651,金陵体育,0.16425855513307985,64.77,家用轻工,5.35
603586,金麒麟,0.21809895833333343,33.02,汽车零部件,1.55
600322,津投城开,0.20283018867924513,-9.64,房地产开发,3.66
002821,凯莱英,0.15796019900497496,30.08,医疗服务,5.68
603798,康普顿,0.249716231555051,32.27,石油行业,-2.82
600076,康欣新材,0.1741293532338309,-18.56,装修建材,1.32
002422,科伦药业,0.19532199270959902,15.12,化学制药,2.57
002513,蓝丰生化,0.1682242990654205,-7.54,农药兽药,-0.2
300973,立高食品,0.2625231910946197,28.26,食品饮料,0.63
001207,联科科技,0.18593448940269747,17.1,橡胶制品,5.53
301389,隆扬电子,0.15396825396825398,95.67,电子元件,1.73
605259,绿田机械,0.15824308062575204,16.2,通用设备,0.0
301033,迈普医学,0.23255385748480933,45.92,医疗服务,-0.06
002856,美芝股份,0.20490928495197439,-16.05,装修装饰,4.73
300656,民德电子,0.2188859878154918,-328.6,电子元件,3.57
600543,莫高股份,0.1631799163179915,-45.18,酿酒行业,0.37
000421,南京公用,0.15000000000000002,-186.12,燃气,0.46
002102,能特科技,0.16428571428571428,53.7,化学制药,1.88
603699,纽威股份,0.1797079745413703,17.33,通用设备,0.99
301229,纽泰格,0.20105201636469908,45.61,汽车零部件,0.96
603611,诺力股份,0.22228144989339008,10.31,工程机械,0.09
603677,奇精机械,0.20848806366047742,65.06,家电行业,1.53
000007,全新好,0.19047619047619052,521.13,房地产服务,1.56
301129,瑞纳智能,0.2018072289156626,-63.3,仪器仪表,5.0
002066,瑞泰科技,0.15284249767008376,40.75,装修建材,-0.33
603028,赛福天,0.16769230769230767,-52.74,通用设备,-1.09
001300,三柏硕,0.15553745928338764,112.63,家用轻工,2.31
002633,申科股份,0.19816819317235643,196.69,通用设备,-2.43
000029,深深房Ａ,0.19356955380577434,2248.12,房地产开发,2.65
600810,神马股份,0.18555417185554177,234.92,化纤行业,4.16
605228,神通科技,0.18154463390170497,255.68,汽车零部件,3.61
605336,帅丰电器,0.17630700778642927,58.36,家电行业,2.43
603365,水星家纺,0.18509159823120666,14.78,纺织服装,-1.65
002565,顺灏股份,0.18732782369145998,46.88,包装材料,4.36
603916,苏博特,0.15151515151515144,32.94,化学制品,0.58
301002,崧盛股份,0.22027534418022524,89.62,电网设备,2.09
300992,泰福泵业,0.19904306220095697,90.3,通用设备,1.18
300743,天地数码,0.164935064935065,26.24,非金属材料,6.98
002134,天津普林,0.28506787330316735,136.18,电子元件,3.51
300807,天迈科技,0.20575342465753418,-36.85,计算机设备,5.36
605255,天普股份,0.2826510721247562,86.04,汽车零部件,7.57
000766,通化金马,0.17816091954022997,521.45,化学制药,4.27
300591,万里马,0.2854251012145747,-22.13,纺织服装,4.3
002775,文科股份,0.1606060606060607,277.1,工程建设,1.07
002107,沃华医药,0.15876288659793825,89.57,中药,1.44
603667,五洲新春,0.15694561848408004,128.38,通用设备,-2.11
300420,五洋自控,0.18808777429467088,-227.47,通用设备,0.55
300791,仙乐健康,0.2973262032085563,21.05,食品饮料,-3.63
301067,显盈科技,0.2379283489096573,405.66,消费电子,2.93
300111,向日葵,0.2007042253521128,1081.47,化学制药,3.33
002294,信立泰,0.18922470433639957,50.13,化学制药,5.58
603344,星德胜,0.18225735617039976,28.83,电机,-0.31
600319,亚星化学,0.15689981096408318,-16.5,化学原料,2.06
002826,易明医药,0.16666666666666669,38.06,中药,2.53
000663,永安林业,0.17678571428571432,-37.96,装修建材,-0.15
603776,永安行,0.1505179768433881,-100.84,专业服务,3.23
001228,永泰运,0.18358426420592527,19.2,物流行业,2.7
002326,永太科技,0.2096456692913385,-88.67,化学制品,0.0
300983,尤安设计,0.16301126259632484,-54.72,工程咨询服务,4.98
300993,玉马科技,0.156530408773679,19.24,家用轻工,3.48
002406,远东传动,0.18876080691642644,49.42,汽车零部件,5.19
002069,獐子岛,0.16292134831460664,-85.11,农牧饲渔,0.0
600119,长江投资,0.158322056833559,-74.32,物流行业,1.98
603048,浙江黎明,0.17064439140811452,57.42,汽车零部件,-1.35
002703,浙江世宝,0.1743362831858406,74.71,汽车零部件,3.92
001238,浙江正特,0.1847402597402598,84.66,装修建材,0.43
301092,争光股份,0.21123509041939217,32.47,化学制品,0.8
603991,至正股份,0.22919818456883503,-229.06,塑料制品,1.46
002080,中材科技,0.24546114742193167,30.8,玻璃玻纤,-0.35
601319,中国人保,0.18696883852691235,6.46,保险,-1.22
600760,中航沈飞,0.1747641509433963,51.44,航天航空,0.7
301040,中环海陆,0.259278088459583,-16.92,风电设备,1.06
002374,中锐股份,0.18907563025210092,-28.35,包装材料,-0.36
000657,中钨高新,0.20732984293193701,79.51,小金属,5.39
601919,中远海控,0.163649025069638,4.49,航运港口,0.68
