代码,名字,近期涨跌幅,市盈率,行业,当日涨跌幅2025-06-23 21:14:50
600761,安徽合力,0.15137908915971773,12.44,工程机械,-1.99
002913,奥士康,0.18951612903225803,25.27,电子元件,-0.1
301096,百诚医药,0.21720658523632522,22.26,医疗服务,2.89
300951,博硕科技,0.15742397137745984,26.22,消费电子,0.94
603167,渤海轮渡,0.2370786516853932,11.67,航运港口,-1.56
605599,菜百股份,0.28887303851640517,12.67,珠宝首饰,4.43
300647,超频三,0.19292035398230084,-48.06,消费电子,1.35
002253,川大智胜,0.20715036803364886,-84.68,软件开发,4.96
002866,传艺科技,0.16264294790343078,87.39,消费电子,2.01
300976,达瑞电子,0.17138742198751802,28.32,消费电子,-0.15
002214,大立科技,0.18627450980392166,-18.81,电子元件,1.35
000985,大庆华科,0.18361417780360256,58.09,化学制品,-2.26
001203,大中矿业,0.16685979142526064,15.21,钢铁行业,-1.42
002055,得润电子,0.22086956521739123,-24.19,消费电子,0.0
