序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5045,2920,德赛西威,121.49,-2.02,-2.51,82896,997055748.6,2.79,121.79,118.33,121.53,124,1.4,1.5,33.63,6.99,67422021637,67200469800,-0.17,-0.03,-0.9,10.34
4427,2908,德生科技,9.81,-0.91,-0.09,79138,77777430,1.62,9.94,9.78,9.9,9.9,0.73,2.57,354.62,3.73,4232348783,3026615780,0,0,-6.3,11.99
1437,301158,德石股份,15.7,1.29,0.2,91698,145382002.7,4.19,16.28,15.63,15.83,15.5,2.6,6.26,23.76,1.79,2360817007,2300370767,0.06,-0.06,1.88,11.9
3967,603032,德新科技,15.54,-0.51,-0.08,39874,62119217,1.79,15.78,15.5,15.61,15.62,0.66,1.73,167.3,2.86,3635971500,3576033720,0,0.13,-8.91,15.54
849,605117,德业股份,91.16,2.25,2.01,76915,703897564,4.04,93.2,89.6,89.68,89.15,1.54,1.19,19.7,6.83,58824759375,58824759375,0.03,-0.04,7.42,7.5
2385,300640,德艺文创,5.95,0.51,0.03,124794,73882716.16,2.36,5.98,5.84,5.94,5.92,1.09,5.62,123.5,2.3,1859091941,1322138374,0,0.17,-23.23,5.5
1078,813,德展健康,4,1.78,0.07,1710574,666879370.4,7.63,4.06,3.76,3.81,3.93,1.75,7.9,802.87,1.67,8659823960,8658473960,0,0,-4.76,27.8
2805,603587,地素时尚,12.52,0.24,0.03,40410,50850664,2,12.75,12.5,12.59,12.49,0.93,0.85,16.05,1.64,5969076291,5935641693,-0.16,-0.08,-1.65,-0.63
1591,3013,地铁设计,15.35,1.12,0.17,25589,39135432,0.99,15.35,15.2,15.2,15.18,0.77,0.64,15.86,2.46,6267817884,6138960805,0.07,0.13,-9.65,1.52
2604,2041,登海种业,10.82,0.37,0.04,89748,97213633.6,0.93,10.88,10.78,10.8,10.78,0.8,1.02,121.9,2.65,9521600000,9521600000,-0.09,-0.09,2.37,-0.64
5283,1328,登康口腔,40.56,-4.11,-1.74,26046,106705510.9,7.12,43.12,40.11,42.44,42.3,1.32,6.05,44.41,4.95,6983369328,1745844360,0.22,0,26.99,27.71
2077,2715,登云股份,15.39,0.72,0.11,31259,47761038,2.55,15.44,15.05,15.22,15.28,0.82,2.27,141.54,4.97,2123820000,2123820000,0,0.07,-14.31,3.64
4785,300884,狄耐克,12.96,-1.44,-0.19,137805,180690441,3.65,13.39,12.91,13.11,13.15,0.76,7.2,140.53,2.52,3290062147,2480672123,0.15,0.23,3.02,15.92
5315,301177,迪阿股份,32.32,-4.8,-1.63,68416,218877485.9,6.22,33.24,31.13,32.74,33.95,1.18,17.1,480.35,2.06,12928323200,1293123200,0.06,1.25,24.26,41.51
4813,300244,迪安诊断,17.14,-1.49,-0.26,232722,399323218,2.18,17.39,17.01,17.34,17.4,0.41,4.64,61.4,1.52,10712147533,8595008306,0,0,27.15,51.01
1320,603320,迪贝电气,19.06,1.44,0.27,82173,156045245,4.68,19.4,18.52,18.72,18.79,0.91,5.51,41.99,2.57,2842726629,2842726629,0.11,-0.05,19.35,34.99
3340,300768,迪普科技,20.18,-0.05,-0.01,71098,145082099.5,2.53,20.66,20.15,20.31,20.19,1.05,1.69,105.48,4.01,12992470007,8489074368,-0.05,-0.05,-4.45,15.31
1479,300396,迪瑞医疗,16.26,1.25,0.2,55018,89143260.6,2.49,16.4,16,16.09,16.06,1.24,2.02,17.27,2.12,4434104618,4429771881,-0.06,-0.18,-5.68,-0.49
2297,300335,迪森股份,5.22,0.58,0.03,147645,76714266,1.54,5.23,5.15,5.17,5.19,1.13,3.84,28.87,1.29,2490004665,2008386330,0,0.19,-9.06,8.3
1069,603335,迪生力,4.53,1.8,0.08,107550,48547744,2.25,4.55,4.45,4.48,4.45,1.01,2.51,-21,5.7,1939495038,1939495038,0,0,-19.11,-18.38
2505,300776,帝尔激光,63.8,0.42,0.27,32403,207823407.5,3.62,65.5,63.2,64.16,63.53,0.73,1.93,34.14,5.46,17453062477,10692838020,0.08,-0.02,-11.19,0.35
192,300842,帝科股份,50.48,5.83,2.78,102086,521269567.4,9.1,52.47,48.13,48.14,47.7,1.84,8.16,19.73,4.24,7102536000,6316345185,-0.04,-0.02,6.72,23.06
2067,2798,帝欧家居,4.13,0.73,0.03,70620,29032890.56,1.95,4.15,4.07,4.1,4.1,0.91,2.18,-8.68,0.91,1628021550,1340064999,0,0.49,-17.23,-5.71
3961,2797,第一创业,7.95,-0.5,-0.04,1045420,834351506.6,1.63,8.08,7.95,8.04,7.99,0.94,2.49,39.08,2.14,33409080000,33409050188,-0.13,-0.13,-13.11,-4.79
4351,600833,第一医药,12.97,-0.84,-0.11,56583,73597882,1.45,13.14,12.95,13.1,13.08,0.74,2.54,14.73,2.58,2893429921,2893429921,0,0.08,-19.19,-3.93
4184,300697,电工合金,14.55,-0.68,-0.1,71420,103168432.3,2.25,14.65,14.32,14.59,14.65,0.7,2.8,39.46,4.37,4842240000,3707340000,0,0.07,18.49,15.38
5126,2730,电光科技,20,-2.44,-0.5,349573,701323610.2,3.41,20.5,19.8,20.15,20.5,0.85,10.1,80.83,4.58,7241597600,6920597600,-0.05,-0.15,134.74,46.41
3781,917,电广传媒,7.87,-0.38,-0.03,378909,299467714.8,1.9,8,7.85,7.88,7.9,0.62,2.67,137.19,1.08,11156168380,11155405187,0,0.13,-10.26,11.32
5055,603258,电魂网络,26.12,-2.06,-0.55,97035,256979455,4.91,27.33,26.02,26.9,26.67,1.01,4.03,64.1,2.87,6387184982,6285578182,0,-0.11,14.06,31.32
4483,600850,电科数字,26.31,-0.98,-0.26,117106,309144082,1.88,26.74,26.24,26.59,26.57,0.73,1.91,44.77,3.91,18038675802,16130733010,-0.04,0.19,7.17,10.08
4613,2268,电科网安,17.83,-1.11,-0.2,90924,163064885.8,1.77,18.15,17.83,18.05,18.03,0.81,1.08,-53.04,2.86,15078420963,15074015260,-0.22,-0.17,-3.88,9.72
2269,600877,电科芯片,13.39,0.6,0.08,175625,235098747,2.18,13.54,13.25,13.46,13.31,1.16,1.48,201.69,6.46,15854556598,15854556598,0.3,0.37,-4.43,1.52
1231,300215,电科院,6.5,1.56,0.1,182606,118464893,2.97,6.55,6.36,6.39,6.4,0.98,3.25,231.9,2.46,4869112216,3654146236,0.15,0.15,-7.14,9.61
5214,300679,电连技术,57.66,-3.04,-1.81,80359,464770151,4.76,59.85,57.02,59.07,59.47,0.79,2.25,39.96,5.14,24435425802,20628044784,-0.07,-0.1,-1.81,-3.42
5145,300805,电声股份,11.42,-2.56,-0.3,175330,203712726,6.83,12.2,11.4,12.14,11.72,1.66,6.08,594.85,3.19,4844976021,3290819085,0,-0.09,11.96,3.07
4641,958,电投产融,5.91,-1.17,-0.07,459593,273976082.7,3.18,6.09,5.9,5.99,5.98,0.85,0.85,31.27,1.61,31816003453,31815870478,0,0,-16.53,-5.14
3446,2128,电投能源,19.13,-0.16,-0.03,102055,196271378.5,1.25,19.36,19.12,19.18,19.16,0.85,0.46,7.31,1.26,42881300921,42881300921,-0.05,-0.05,-6.41,-2.3
3876,600658,电子城,4.51,-0.44,-0.02,135726,61335003,1.77,4.57,4.49,4.53,4.53,0.59,1.21,-7.71,0.74,5044818553,5044818553,0.22,0.45,-14.58,2.97
3824,603383,顶点软件,39,-0.41,-0.16,70886,275749541,2.4,39.47,38.53,38.88,39.16,1.44,3.47,59.34,5.67,8010092181,7975422741,-0.03,0,-12.1,4
2980,300749,顶固集创,7.1,0.14,0.01,51948,36776006.2,1.97,7.15,7.01,7.1,7.09,1.27,3.3,-114.03,2.04,1456702740,1117503435,-0.14,0,-12.13,15.45
2821,300011,鼎汉技术,8.65,0.23,0.02,136541,118133278,2.67,8.81,8.58,8.63,8.63,0.65,2.72,230.57,3.63,4832325848,4339089371,0.23,0.35,-3.35,18.82
646,603255,鼎际得,30.8,2.84,0.85,20810,63255831,4.97,30.95,29.46,29.78,29.95,1.45,3.43,289.07,2.56,4146039344,1868797638,0,-0.06,-7.37,-8.55
4953,300378,鼎捷数智,37.68,-1.77,-0.68,110576,418898100,2.37,38.49,37.58,38.23,38.36,0.47,4.1,153.73,4.91,10226081834,10158992594,0,-0.03,23.74,45.65
847,300054,鼎龙股份,28.49,2.26,0.63,205300,583884640.5,4.49,28.88,27.63,27.9,27.86,1.43,2.82,53.28,6.16,26731671018,20745690622,-0.28,-0.07,4.13,9.49
3335,603004,鼎龙科技,22.91,-0.04,-0.01,26667,61056534,1.31,23.05,22.75,22.87,22.92,0.55,4.53,37.46,2.78,5395763200,1348940800,-0.04,-0.04,-1.67,11.16
3988,603876,鼎胜新材,9.56,-0.52,-0.05,187392,179405810,1.25,9.64,9.52,9.61,9.61,0.52,2.08,28.83,1.3,8629894531,8613736219,-0.1,-0.1,-4.5,8.02
506,301377,鼎泰高科,29.5,3.33,0.95,102178,293839722.3,6.34,29.62,27.81,28.45,28.55,0.9,14.39,52.68,5,12095000000,2095208000,-0.24,-0.07,39.28,39.48
3255,603421,鼎信通讯,7.73,0,0,152605,118767854,3.88,7.95,7.65,7.75,7.73,1.1,2.34,-132.96,1.5,5041432650,5041432650,0.13,0,10.74,8.42
4680,423,东阿阿胶,58.72,-1.23,-0.73,41563,245115493.2,1.63,59.61,58.64,59.53,59.45,0.89,0.65,24.62,3.82,37814319105,37814319105,-0.19,-0.12,-2.91,-6.38
3088,600178,东安动力,12.17,0.08,0.01,86971,105846490,1.97,12.3,12.06,12.16,12.16,0.6,1.86,-2689.95,2.25,5731137717,5677014879,0,0.08,-11.3,4.55
5280,600693,东百集团,7.18,-4.01,-0.3,1144071,836762084,6.42,7.6,7.12,7.6,7.48,0.76,13.17,54.82,1.77,6245496046,6239080975,0,-0.14,43.31,2.57
3243,300239,东宝生物,5.6,0,0,85336,47774049.41,1.79,5.65,5.55,5.63,5.6,1.02,1.45,37.62,1.96,3324199547,3302009900,0,0,-7.13,-10.54
3765,686,东北证券,8.23,-0.36,-0.03,212234,174628399.1,0.97,8.28,8.2,8.26,8.26,1,0.91,21.33,1.01,19261927490,19261927490,-0.12,0,-5.94,4.31
2270,597,东北制药,5,0.6,0.03,115921,57878892.92,1.41,5.03,4.96,4.99,4.97,0.89,0.82,25.77,1.38,7145516325,7032700075,0,0,-13.34,-5.12
2071,601956,东贝集团,5.53,0.73,0.04,162521,89756623,1.46,5.55,5.47,5.49,5.49,0.63,2.63,24.94,1.39,3438454681,3421013117,-0.18,-0.18,-2.47,14.49
4928,601208,东材科技,9.75,-1.71,-0.17,214973,209410332,2.62,9.92,9.66,9.87,9.92,0.56,2.4,27.76,2,8743650074,8743650074,0,-0.1,14.98,29.31
3091,2675,东诚药业,13.33,0.08,0.01,58681,78343006.48,1.8,13.5,13.26,13.36,13.32,1.06,0.79,59.8,2.45,10991860748,9909308640,-0.15,-0.15,0.3,9.08
3203,603110,东方材料,18.12,0,0,52130,94824390,1.43,18.36,18.1,18.23,18.12,0.58,2.59,215.38,5.2,3646228384,3646228384,-0.17,-0.11,8.44,25.83
4782,300059,东方财富,24.08,-1.43,-0.35,4692484,11314462377,1.6,24.35,23.96,24.19,24.43,1.04,3.51,39.55,4.71,3.80116E+11,3.21691E+11,-0.08,0,-13.72,-6.74
1698,600278,东方创业,6.85,1.03,0.07,85982,58702469,1.62,6.87,6.76,6.78,6.78,1.39,0.99,24,0.79,6012728370,5972621565,0.15,0,-15.22,-2
1784,603606,东方电缆,49.13,0.95,0.46,166942,824569512,2.98,50.3,48.85,49.97,48.67,1.52,2.43,27.19,4.89,33787456030,33787456030,0,-0.02,-12.28,-6.51
3609,600875,东方电气,15.26,-0.26,-0.04,138520,212156823,1.24,15.43,15.24,15.38,15.3,0.75,0.68,13.59,1.24,47572777197,30879816456,0.07,-0.07,-1.36,-3.96
1387,300217,东方电热,5.24,1.35,0.07,434367,227495072,2.51,5.31,5.18,5.22,5.17,1.1,3.54,20.78,1.91,7744599166,6429225923,0,0,-7.26,16.19
3674,682,东方电子,9.75,-0.31,-0.03,152404,149088574.5,1.43,9.87,9.73,9.81,9.78,0.75,1.14,23.28,2.7,13072088318,13070797906,0,0,-11.84,-8.96
1229,2167,东方锆业,10.4,1.56,0.16,1220573,1284640216,6.05,10.77,10.15,10.27,10.24,0.81,16.09,-146.31,5.44,8056602320,7890708415,0.1,0.19,15.3,41.69
603,300166,东方国信,13.2,2.96,0.38,1072498,1400851402,5.38,13.29,12.6,12.79,12.82,1.36,11.84,536.23,2.49,15031443874,11953660818,0.15,0.23,11.02,40.43
36,2086,东方海洋,3.25,10.17,0.3,177277,57615080.25,0,3.25,3.25,3.25,2.95,0.28,1.17,-68.6,4.11,6366576125,4930319196,0,0,-19.15,12.46
1587,603706,东方环宇,18.79,1.13,0.21,24369,45553917,2.64,18.94,18.45,18.66,18.58,1.32,1.29,21.93,2.22,3558501196,3558501196,-0.05,-0.11,-3.59,0.43
3261,2889,东方嘉盛,21.77,0,0,36899,80273431,1.52,21.91,21.58,21.7,21.77,0.4,2.11,24.54,2.48,5872729190,3812994100,0.05,0.09,-9.86,8.36
1887,2611,东方精工,12.87,0.86,0.11,895769,1150927855,2.27,12.99,12.7,12.92,12.76,0.86,8.94,35.61,3.24,15672652796,12898284489,0,0.08,3.71,32
3934,600637,东方明珠,8.09,-0.49,-0.04,311490,252012089,1.23,8.16,8.06,8.13,8.13,0.52,0.93,28.38,0.91,27197769520,27197769520,0.25,0.12,-4.71,4.25
1995,300118,东方日升,11.6,0.78,0.09,261734,306602063.6,2.87,11.88,11.55,11.55,11.51,1.16,2.82,-6.36,0.99,13224160811,10751182528,-0.34,-0.26,-17.26,-3.17
4265,301,东方盛虹,9.06,-0.77,-0.07,119139,108408292.8,1.64,9.2,9.05,9.17,9.13,1.13,0.18,-31.66,1.85,59897678187,59873446565,0,0.11,-4.83,10.35
5291,962,东方钽业,16.39,-4.26,-0.73,401385,659748152.6,3.21,16.77,16.22,16.62,17.12,1.15,8.1,39.77,3.26,8276429814,8123737886,0,0.31,10.74,19.64
4834,2545,东方铁塔,7.72,-1.53,-0.12,208720,161661058,2.3,7.87,7.69,7.84,7.84,1.07,1.85,15.45,1.1,9604159281,8724863826,0,0.13,0.65,9.82
927,300379,东方通,18.26,2.07,0.37,391906,714652514.9,4.42,18.58,17.79,17.81,17.89,0.85,7.44,-41.68,2.91,10187670839,9616401919,0.05,-0.05,-6.12,21.01
3079,600776,东方通信,12.1,0.08,0.01,161212,195375487,1.65,12.22,12.02,12.11,12.09,0.85,1.69,109.98,4.4,15197600774,11567600774,0.08,0.08,-9.5,8.13
960,2271,东方雨虹,13.87,1.99,0.27,458524,633069106.7,2.5,13.94,13.6,13.6,13.6,0.83,2.34,312.39,1.36,33791696373,27217732695,-0.07,0.07,-3.07,6.86
4090,600958,东方证券,9.79,-0.61,-0.06,399043,391801078,1.22,9.9,9.78,9.89,9.85,0.86,0.53,24.82,1.02,83182157409,73126237239,-0.1,0,-12.04,-7.29
716,2175,东方智造,5.95,2.59,0.15,1653248,978011592.3,3.97,6.03,5.8,5.8,5.8,0.97,12.95,168.04,12.38,7596845326,7596800701,0,0.17,-18.38,42.34
1278,2819,东方中科,28.91,1.51,0.43,125480,366515256.6,4.25,29.77,28.56,28.57,28.48,2.22,5.33,-77.42,2.13,8660561270,6803430022,-0.03,0,-15.37,6.36
3620,600006,东风股份,7.4,-0.27,-0.02,226767,168221470,1.21,7.47,7.38,7.43,7.42,0.77,1.13,-96.82,1.82,14800000000,14800000000,0,0,-9.31,0.41
2407,600081,东风科技,12.17,0.5,0.06,61423,74562702,1.49,12.22,12.04,12.1,12.11,0.79,1.11,82.42,1.48,6730328489,6730328489,0,0,5.28,18.73
199,601515,东峰集团,3.35,5.68,0.18,690840,228994841,7.89,3.41,3.16,3.18,3.17,2.67,3.69,-24.74,1.14,6279309147,6279309147,-0.3,-0.3,-20.05,-15.83
4633,300171,东富龙,13.73,-1.15,-0.16,59592,82504360.28,2.59,14.09,13.73,14.06,13.89,0.78,1.06,51.63,1.34,10514818989,7725285484,0,-0.15,-8.95,3.39
4958,2117,东港股份,13.76,-1.78,-0.25,591690,825884645.6,3.43,14.22,13.74,14,14.01,1.41,11.3,67.37,5.35,7206400341,7204112397,0,-0.22,36.78,17.81
3533,828,东莞控股,10.23,-0.2,-0.02,42358,43390725.16,0.78,10.3,10.22,10.28,10.25,0.75,0.41,10.98,1.11,10634258828,10634245018,0,0,-11.2,-4.3
2857,601156,东航物流,14.25,0.21,0.03,176879,252998452,1.13,14.4,14.24,14.25,14.22,1.25,1.87,8.21,1.29,22622666673,13460486673,0,0,-16.62,-15.53
2753,603856,东宏股份,11.27,0.27,0.03,17142,19337494,0.89,11.33,11.23,11.24,11.24,0.88,0.67,14.15,1.22,3178771796,2889792542,-0.18,-0.09,-8.45,1.99
4686,600133,东湖高新,10.34,-1.24,-0.13,234852,243889989,2.1,10.55,10.33,10.48,10.47,0.47,2.2,37.84,1.29,11024920308,11024920308,0,0,-2.36,10.59
494,300354,东华测试,50.29,3.37,1.64,71235,354154937.9,7.11,50.96,47.5,48.5,48.65,1.09,8.77,52.67,9.47,6956122908,4083551772,0.12,0.28,17.28,44.55
2402,2140,东华科技,10.11,0.5,0.05,86893,88048361.2,1.59,10.23,10.07,10.08,10.06,0.75,1.6,17.45,1.64,7158285633,5496647818,0,-0.1,-9.65,2.33
3245,2221,东华能源,9.88,0,0,143331,140987231.6,1.82,9.94,9.76,9.9,9.88,1.17,0.98,88.97,1.45,15572142338,14433591837,0.1,0,2.6,4.11
3951,2065,东华软件,11.9,-0.5,-0.06,1255412,1492925779,2.34,12.05,11.77,11.99,11.96,0.44,4.32,58.4,3.23,38145240263,34604267623,0.08,0.08,46.19,63.91
2783,300978,东箭科技,11.89,0.25,0.03,42831,50851733.52,1.69,11.96,11.76,11.86,11.86,0.91,2.27,27.87,3.05,5025935567,2246735399,0.08,0.17,-4.04,9.18
3296,2672,东江环保,4.47,0,0,116325,51861587.77,2.24,4.52,4.42,4.5,4.47,0.64,1.29,-10.46,1.22,4940493435,4045878810,0.22,0.22,-10.96,5.67
3818,300486,东杰智能,7.54,-0.4,-0.03,87794,66231926,1.45,7.6,7.49,7.54,7.57,0.58,2.22,-29.94,2.47,3073712826,2986574509,0,0,-14.03,10.23
1430,2199,东晶电子,6.3,1.29,0.08,133224,84156120.3,1.93,6.38,6.26,6.28,6.22,1.26,5.47,-25.83,5.96,1533686887,1533686887,-0.16,0,-42.68,-15.89
1004,301298,东利机械,16,1.91,0.3,63018,99338582.56,4.52,16.09,15.38,15.66,15.7,1.2,6.54,33.01,2.61,2348800000,1540946800,0.06,0.88,5.61,16.11
505,600114,东睦股份,23.26,3.33,0.75,406192,941862050,4.26,23.5,22.54,22.9,22.51,0.79,6.59,38.87,5.34,14337079675,14337079675,0.04,0.04,31.71,43.85
2233,301359,东南电子,25.82,0.62,0.16,11874,30482602.88,1.91,25.85,25.36,25.7,25.66,0.77,4.53,49.81,2.63,2216388800,676872746,-0.12,0.27,-0.12,15.37
1359,2135,东南网架,4.43,1.37,0.06,104042,45971026,1.6,4.44,4.37,4.39,4.37,1.25,1,22.69,0.78,4941734493,4624323142,0,0,-14.81,4.24
4708,603595,东尼电子,21.72,-1.27,-0.28,67656,146689610,3.55,22.11,21.33,21.53,22,0.61,2.91,-88.87,3.34,5048647321,5048647321,0.09,0.05,6.47,27.09
1458,3012,东鹏控股,6.41,1.26,0.08,75938,48624466,2.21,6.47,6.33,6.34,6.33,0.97,0.66,18.03,0.97,7416249223,7338712709,0,0,-8.69,-3.03
4071,605499,东鹏饮料,231.21,-0.6,-1.39,28788,676483572,3.01,238,231,234,232.6,1.09,0.55,36.14,15.64,1.20232E+11,1.20232E+11,-0.27,-0.28,-6.15,-6.97
4963,600718,东软集团,12.65,-1.79,-0.23,622779,792267813,2.48,12.92,12.6,12.92,12.88,0.39,5.17,74.95,1.59,15226848870,15226848870,-0.08,-0.16,17.02,17.46
3125,300183,东软载波,21.21,0.05,0.01,221015,471509719.6,2.78,21.6,21.01,21.18,21.2,0.62,6.16,87.58,3.09,9811939796,7614948078,-0.8,-0.75,18.96,9.61
2165,1201,东瑞股份,14.96,0.67,0.1,42344,63655380.52,2.15,15.24,14.92,14.95,14.86,0.77,2.56,-37.57,1.14,3856448655,2478207686,0,0,-12.31,-5.44
624,2384,东山精密,34.48,2.89,0.97,798462,2722528951,3.28,34.63,33.53,33.94,33.51,1.25,5.76,41.33,3.13,58819904721,47800373009,-0.03,-0.03,19.39,18.08
1794,301183,东田微,55.69,0.94,0.52,34411,189894982.2,2.76,56.02,54.5,55.99,55.17,0.99,7.47,83.17,5.31,4455200000,2566640720,-0.07,0.05,2.48,3.51
10,300353,东土科技,19.98,20,3.33,1181947,2259549941,13.51,19.98,17.73,18.07,16.65,1.53,22.63,318,5.68,12285559762,10433606889,0,0,48,74.04
4133,600052,东望时代,4.57,-0.65,-0.03,48555,22318378,2.17,4.65,4.55,4.62,4.6,0.6,0.58,31.05,1.28,3857969966,3857969966,-0.22,-0.22,-12.28,1.11
4597,601555,东吴证券,8.12,-1.1,-0.09,393296,320550809,1.71,8.25,8.11,8.25,8.21,0.93,0.79,17.05,0.97,40345867036,40345867036,-0.25,-0.12,-3.22,4.1
841,2017,东信和平,11.28,2.27,0.25,217328,244747767.8,3.81,11.43,11.01,11.07,11.03,1.63,3.75,41.29,3.9,6547271934,6543368749,0.09,0,-2.76,8.78
3333,301290,东星医疗,24.39,-0.04,-0.01,12112,29451593,1.02,24.45,24.2,24.43,24.4,0.88,1.78,27.94,1.1,2443227616,1662889469,0,0.12,-11.73,4.95
4824,601198,东兴证券,12.4,-1.51,-0.19,865991,1070292211,1.43,12.46,12.28,12.43,12.59,1.09,2.68,31.88,1.45,40082324448,40082324448,0.08,0.16,2.65,12.62
500,301028,东亚机械,12.94,3.35,0.42,70616,90265555.04,4.15,13.04,12.52,12.6,12.52,1.07,2.87,20.24,3.43,4940157061,3185619226,0,0,10.6,19.93
5058,605177,东亚药业,19.46,-2.06,-0.41,27527,54294394,3.98,20.15,19.36,19.98,19.87,2,2.44,37.08,1.17,2233108481,2190878277,0,0,-2.75,-1.22
3069,600673,东阳光,10.57,0.09,0.01,190287,200862979,2.27,10.67,10.43,10.6,10.56,0.45,0.63,76.47,3.51,31856650918,31726467288,0,-0.09,18.23,-6.38
187,2713,东易日盛,5.75,5.89,0.32,384023,216945979.6,6.45,5.8,5.45,5.6,5.43,0.93,9.34,-3.11,-4.67,2412337635,2365342011,0,-0.17,-2.54,42.68
1012,300821,东岳硅材,8.62,1.89,0.16,233059,199029067.5,3.55,8.69,8.39,8.51,8.46,1.76,1.94,87.57,2.08,10344000000,10341416155,0,0,-1.03,11.08
5163,603359,东珠生态,5.36,-2.72,-0.15,331078,178862266,4.17,5.55,5.32,5.51,5.51,0.84,7.42,136.98,0.72,2391074560,2391074560,-0.19,-0.56,-7.75,-3.07
581,600841,动力新科,7.14,3.03,0.21,576172,411232404,7.65,7.36,6.83,6.85,6.93,0.82,5.52,-5.88,2.33,9909047538,7447194816,0.14,-0.28,18.02,40.83
2650,600405,动力源,5.93,0.34,0.02,305314,179606531,2.37,5.95,5.81,5.9,5.91,0.5,5.52,-17.37,5.85,3634079457,3280923407,0,0.34,8.81,4.77
1199,300010,豆神教育,8.26,1.6,0.13,1321240,1099815941,4.92,8.5,8.1,8.13,8.13,1.23,7.94,115.47,15.74,17070220563,13739127127,0,0,-15.97,33.01
2694,301025,读客文化,9.61,0.31,0.03,54922,52916619,2.92,9.8,9.52,9.63,9.58,0.94,2.11,191.5,6.16,3846973334,2501084175,0,0.1,-20.32,0.84
3892,603999,读者传媒,6.47,-0.46,-0.03,85031,55071031,2,6.55,6.42,6.5,6.5,0.81,1.48,38.98,1.87,3726720000,3726720000,0,0,-8.62,5.2
2374,600354,敦煌种业,5.75,0.52,0.03,130890,75304860,0.7,5.77,5.73,5.75,5.72,1.11,2.48,126.56,4.92,3034861960,3034861960,0,0,-9.73,-2.87
1525,2011,盾安环境,12.75,1.19,0.15,127062,162119329.5,4.6,13.04,12.46,12.59,12.6,1.23,1.39,15.7,2.65,13584311321,11682980295,-0.08,0,12.83,17.95
2563,2407,多氟多,12.74,0.39,0.05,221144,281823280.7,1.89,12.84,12.6,12.7,12.69,0.78,2.05,455.65,1.71,15166110929,13766217523,-0.08,0,-6.25,6.17
1966,1311,多利科技,31.6,0.8,0.25,39702,124858288.7,3.22,31.85,30.84,31.38,31.35,0.55,6.55,16.56,1.69,7547765354,1915764125,0,0,8.22,22.53
4974,603528,多伦科技,9.12,-1.83,-0.17,196530,178602686,3.34,9.25,8.94,9.13,9.29,0.91,2.78,114.98,3.24,6438082795,6438082795,0.11,0.11,-8.43,15.74
4783,301528,多浦乐,45.21,-1.44,-0.66,11754,53501318,2.33,46.15,45.08,45.89,45.87,0.76,3.69,76.04,1.89,2798499000,1439936511,-0.02,0.11,-2.48,15.92
4469,301075,多瑞医药,20.6,-0.96,-0.2,9907,20346014.4,2.5,20.9,20.38,20.79,20.8,0.9,1.24,-72.37,2.28,1648000000,1648000000,-0.19,-0.05,-7.5,14.64
1724,888,峨眉山Ａ,13.1,1,0.13,153465,200876193,2.47,13.28,12.96,13.1,12.97,1.25,2.91,21.22,2.63,6902561636,6902561636,0,0,-9.09,-0.98
3545,600295,鄂尔多斯,9.29,-0.21,-0.02,92947,86311994,0.97,9.33,9.24,9.31,9.31,1.1,0.47,11.33,1.24,26000631400,18353103400,0,0,-7.1,-4.82
4449,2262,恩华药业,22.42,-0.93,-0.21,124004,279469902.3,2.47,22.95,22.39,22.91,22.63,0.5,1.41,16.75,3.19,22782683677,19769788971,-0.04,-0.04,-13.3,-7.93
532,2812,恩捷股份,34.98,3.22,1.09,237377,819751281.7,4.63,35.27,33.7,34.05,33.89,1.81,2.91,57.46,1.33,33975345402,28582572268,0,-0.03,-4.27,9.35
1105,301331,恩威医药,25.15,1.74,0.43,15905,39925194.97,4.57,25.66,24.53,24.75,24.72,1.06,5.08,88.13,2.53,2587730958,786847352,0,-0.04,-5.09,8.87
4943,300267,尔康制药,2.83,-1.74,-0.05,397348,112959261,2.08,2.88,2.82,2.87,2.88,0.79,2.79,-171.9,1.24,5837171782,4025383060,-0.35,-0.35,-20.95,1.8
3454,2467,二六三,6.3,-0.16,-0.01,484529,306300189.7,1.9,6.4,6.28,6.33,6.31,0.73,3.55,100.75,4.6,8664842800,8589273166,0.16,0.16,-10,14.13
862,300925,法本信息,27.48,2.23,0.6,357460,988050840.1,4.8,28.22,26.93,26.94,26.88,1.84,10.81,80.39,5.61,11780921809,9084300285,-0.04,-0.04,-0.29,23.34
2755,890,法尔胜,3.68,0.27,0.01,123016,45520410.67,3.54,3.74,3.61,3.68,3.67,0.96,2.93,-28,19.96,1543774602,1543727049,0.27,0.27,-16.93,16.09
2264,600563,法拉电子,126.68,0.6,0.75,25093,316578495,3.28,128.37,124.24,125.89,125.93,0.89,1.12,27.59,5.67,28503000000,28503000000,-0.18,-0.24,1.44,6.53
1076,603966,法兰泰克,8.52,1.79,0.15,84773,71862544,2.99,8.59,8.34,8.39,8.37,1.53,2.36,18.69,1.99,3068095086,3056081886,0.12,-0.35,0.47,10.36
304,605318,法狮龙,27.1,4.67,1.21,37880,101483192,7.34,27.4,25.5,25.89,25.89,0.8,3.01,-208.55,4.47,3407256659,3407256659,0.11,0,22.18,31.55
3974,301313,凡拓数创,24.69,-0.52,-0.13,24462,60529514.04,2.66,25.24,24.58,24.78,24.82,0.75,3.67,-15.25,2.93,2584880046,1646741918,0.12,-0.04,-7.53,-4.6
