601619,嘉泽新能,3.056,
600419,天润乳业,3.459,
002436,兴森科技,2.116,
003043,华亚智能,3.302,
000519,中兵红箭,49.933,
002223,鱼跃医疗,6.853,
600787,中储股份,3.265,
002035,华帝股份,17.703,
000411,英特集团,2.74,
603005,晶方科技,4.384,
002409,雅克科技,5.698,
000557,西部创业,2.263,
600284,浦东建设,2.217,
000600,建投能源,4.538,
000006,深振业Ａ,4.344,
603596,伯特利,10.925,
002079,苏州固锝,2.256,
000927,中国铁物,33.176,
603936,博敏电子,5.259,
601611,中国核建,2.616,
603192,汇得科技,18.238,
600372,中航电子,5.347,
002423,中粮资本,14.765,
600101,明星电力,2.442,
605358,立昂微,16.807,
000881,中广核技,3.231,
600651,飞乐音响,3.524,
600612,老凤祥,2.772,
000958,电投产融,12.374,
603126,中材节能,2.07,
600737,中粮糖业,2.111,
000543,皖能电力,3.582,
002062,宏润建设,5.57,
600496,精工钢构,3.826,
605222,起帆电缆,2.338,
600970,中材国际,2.606,
600879,航天电子,2.381,
600862,中航高科,117.199,
600513,联环药业,10.62,
002492,恒基达鑫,2.081,
603309,维力医疗,5.115,
600511,国药股份,3.916,
002038,双鹭药业,2.128,
603227,雪峰科技,2.081,
601116,三江购物,84.311,
600133,东湖高新,2.176,
600206,有研新材,16.151,
002449,国星光电,4.83,
600578,京能电力,2.572,
601678,滨化股份,3.174,
002302,西部建设,3.048,
000993,闽东电力,3.254,
000959,首钢股份,3.901,
000919,金陵药业,2.586,
603176,汇通集团,2.337,
000900,现代投资,2.198,
000090,天健集团,11.854,
000419,通程控股,4.998,
603836,海程邦达,2.29,
600008,首创环保,2.764,
000099,中信海直,3.79,
002053,云南能投,2.769,
002559,亚威股份,2.324,
000703,恒逸石化,4.976,
603726,朗迪集团,4.12,
000019,深粮控股,2.877,
600461,洪城环境,2.138,
600382,ST广珠,9.889,
002651,利君股份,24.046,
002300,太阳电缆,7.529,
002402,和而泰,58.854,
002152,广电运通,2.262,
600704,物产中大,6.12,
600328,中盐化工,4.351,
000591,太阳能,2.826,
601000,唐山港,100.67,
000885,城发环境,12.068,
601098,中南传媒,2.257,
600650,锦江在线,3.236,
002208,合肥城建,8.325,
601811,新华文轩,2.386,
603766,隆鑫通用,3.431,
002419,天虹股份,10.151,
600415,小商品城,17.152,
000791,甘肃能源,3.807,
000652,泰达股份,2.093,
603933,睿能科技,3.736,
000905,厦门港务,5.167,
002039,黔源电力,3.031,
002046,国机精工,7.249,
603798,康普顿,2.369,
000011,深物业A,13.95,
002761,浙江建投,3.842,
002204,大连重工,2.218,
002839,张家港行,2.488,
002091,江苏国泰,3.116,
601388,怡球资源,3.107,
600267,海正药业,3.205,
603323,苏农银行,2.036,
601616,广电电气,3.121,
600710,苏美达,2.615,
002080,中材科技,45.425,
600662,外服控股,2.356,
601992,金隅集团,2.69,
600846,同济科技,4.717,
603959,百利科技,2.199,
600116,三峡水利,3.91,
000059,华锦股份,3.337,
000968,蓝焰控股,4.147,
002999,天禾股份,2.641,
002658,雪迪龙,7.933,
002645,华宏科技,6.617,
600908,无锡银行,3.276,
603527,众源新材,2.008,
600717,天津港,2.213,
002953,日丰股份,2.111,
600735,新华锦,18.581,
600835,上海机电,9.233,
002743,富煌钢构,7.821,
000801,四川九洲,4.686,
603320,迪贝电气,2.777,
603906,龙蟠科技,7.625,
600338,西藏珠峰,19.665,
002440,闰土股份,8.113,
000422,湖北宜化,2.825,
600230,沧州大化,37.74,
600562,国睿科技,19.154,
000686,东北证券,4.534,
603969,银龙股份,3.422,
601778,晶科科技,2.208,
600623,华谊集团,5.062,
002457,青龙管业,10.312,
600713,南京医药,2.06,
002099,海翔药业,5.231,
600359,新农开发,5.837,
000975,银泰黄金,3.728,
600368,五洲交通,6.582,
002508,老板电器,2.033,
600794,保税科技,4.327,
600798,宁波海运,3.703,
002176,江特电机,3.364,
603297,永新光学,2.802,
