000822,山东海化,2.62,
002498,汉缆股份,2.823,
600251,冠农股份,2.506,
600299,安迪苏,3.295,
000401,冀东水泥,2.617,
603311,金海高科,2.95,
002923,润都股份,3.512,
600218,全柴动力,2.721,
600854,春兰股份,3.748,
600909,华安证券,2.376,
000912,泸天化,3.36,
000153,丰原药业,2.549,
603035,常熟汽饰,2.538,
000055,方大集团,17.132,
002507,涪陵榨菜,16.792,
600106,重庆路桥,8.574,
600572,康恩贝,4.768,
002683,广东宏大,15.923,
600295,鄂尔多斯,2.339,
000088,盐 田 港,3.507,
603002,宏昌电子,4.596,
000935,四川双马,5.63,
600526,菲达环保,2.881,
002500,山西证券,4.361,
603817,海峡环保,2.131,
600336,澳柯玛,4.938,
600851,海欣股份,2.906,
002550,千红制药,3.959,
002799,环球印务,16.54,
000970,中科三环,3.575,
002533,金杯电工,4.873,
000795,英洛华,2.045,
600229,城市传媒,2.153,
002101,广东鸿图,3.559,
603689,皖天然气,2.323,
002566,益盛药业,2.552,
002730,电光科技,2.207,
002801,微光股份,8.857,
002965,祥鑫科技,2.018,
603020,爱普股份,2.582,
600618,氯碱化工,7.333,
002734,利民股份,2.438,
600621,华鑫股份,4.422,
603393,新天然气,15.254,
600895,张江高科,2.878,
603970,中农立华,4.502,
603876,鼎胜新材,4.86,
603358,华达科技,4.762,
002056,横店东磁,5.659,
000049,德赛电池,5.509,
000513,丽珠集团,17.838,
603788,宁波高发,2.899,
603639,海利尔,2.238,
603203,快克智能,5.298,
603167,渤海轮渡,12.594,
603012,创力集团,3.108,
601188,龙江交通,2.179,
601101,昊华能源,2.413,
600917,重庆燃气,6.437,
600777,新潮能源,2.553,
600738,丽尚国潮,2.008,
600664,哈药股份,2.59,
600403,大有能源,3.798,
600210,紫江企业,7.47,
600178,东安动力,4.326,
600173,卧龙地产,4.034,
002986,宇新股份,3.133,
600075,新疆天业,11.729,
002745,木林森,8.16,
002584,西陇科学,18.886,
002556,辉隆股份,2.955,
002346,柘中股份,2.258,
002303,美盈森,3.795,
002225,濮耐股份,3.675,
002105,信隆健康,2.389,
002042,华孚时尚,2.839,
002002,鸿达兴业,2.594,
000976,华铁股份,9.074,
000789,万年青,9.989,
000603,盛达资源,5.908,
000552,靖远煤电,2.118,
603229,奥翔药业,3.818,
603303,得邦照明,3.431,
002240,盛新锂能,5.625,
003028,振邦智能,2.399,
002624,完美世界,23.988,
002245,蔚蓝锂芯,2.14,
002996,顺博合金,3.472,
600123,兰花科创,4.326,
000532,华金资本,10.681,
000666,经纬纺机,2.376,
002788,鹭燕医药,2.384,
002106,莱宝高科,5.216,
600273,嘉化能源,36.068,
605208,永茂泰,2.711,
600499,科达制造,4.744,
600487,亨通光电,2.844,
002386,天原股份,3.146,
603013,亚普股份,2.008,
000833,粤桂股份,3.105,
002125,湘潭电化,2.948,
600598,北大荒,47.573,
002275,桂林三金,2.91,
600409,三友化工,3.88,
002432,九安医疗,5.793,
600829,人民同泰,2.596,
002443,金洲管道,5.781,
002107,沃华医药,2.844,
002412,汉森制药,2.067,
600168,武汉控股,2.727,
002124,天邦食品,51.987,
002773,康弘药业,2.724,
605169,洪通燃气,2.056,
600202,哈空调,2.761,
600497,驰宏锌锗,5.365,
000403,派林生物,3.317,
002109,兴化股份,2.54,
601231,环旭电子,14.162,
000030,富奥股份,2.721,
002390,信邦制药,2.459,
002700,ST浩源,2.135,
002434,万里扬,33.018,
600805,悦达投资,3.729,
000848,承德露露,3.596,
002258,利尔化学,2.321,
000726,鲁  泰Ａ,2.461,
600724,宁波富达,2.996,
603519,立霸股份,2.61,
603927,中科软,3.936,
601113,华鼎股份,2.598,
000739,普洛药业,12.607,
601011,宝泰隆,34.13,
603987,康德莱,3.144,
000685,中山公用,2.583,
000155,川能动力,2.25,
002228,合兴包装,2.412,
601968,宝钢包装,3.554,
600546,山煤国际,30.68,
600470,六国化工,2.528,
002149,西部材料,11.247,
605366,宏柏新材,2.686,
002667,鞍重股份,2.77,
000626,远大控股,27.59,
600742,一汽富维,4.715,
002661,克明食品,3.095,
600037,歌华有线,2.122,
002102,ST冠福,2.157,
000657,中钨高新,4.311,
002263,大东南,5.736,
000859,国风新材,14.153,
002312,川发龙蟒,17.911,
600252,中恒集团,3.385,
002233,塔牌集团,5.709,
002562,兄弟科技,4.38,
600366,宁波韵升,2.669,
000828,东莞控股,4.22,
603609,禾丰股份,2.514,
002580,圣阳股份,2.965,
603882,金域医学,5.88,
600790,轻纺城,2.329,
603538,美诺华,5.77,
002127,南极电商,16.056,
603336,宏辉果蔬,4.266,
603327,福蓉科技,2.132,
002817,黄山胶囊,3.867,
002192,融捷股份,8.543,
603668,天马科技,3.775,
600527,江南高纤,4.159,
000823,超声电子,3.177,
603080,新疆火炬,3.626,
600711,盛屯矿业,6.325,
000009,中国宝安,8.507,
002064,华峰化学,2.533,
600665,天地源,3.467,
002008,大族激光,11.466,
002191,劲嘉股份,5.603,
002876,三利谱,2.023,
002054,德美化工,2.889,
605377,华旺科技,4.18,
002226,江南化工,5.236,
600216,浙江医药,2.034,
002014,永新股份,2.105,
600596,新安股份,12.067,
002381,双箭股份,2.172,
603818,曲美家居,5.62,
002753,永东股份,3.649,
002701,奥瑞金,3.396,
601015,陕西黑猫,4.629,
601908,京运通,2.229,
600330,天通股份,5.03,
002699,ST美盛,2.013,
603612,索通发展,7.868,
603456,九洲药业,7.875,
000565,渝三峡Ａ,3.459,
605058,澳弘电子,2.215,
600563,法拉电子,7.541,
601599,浙文影业,7.33,
600993,马应龙,2.226,
603619,中曼石油,2.728,
002318,久立特材,6.411,
600673,东阳光,7.549,
601882,海天精工,50.782,
000837,秦川机床,10.941,
002287,奇正藏药,2.021,
002843,泰嘉股份,18.403,
603355,莱克电气,11.428,
600865,百大集团,3.667,
600380,健康元,3.84,
002899,英派斯,2.062,
002783,凯龙股份,2.225,
600255,鑫科材料,3.258,
603067,振华股份,3.028,
002906,华阳集团,5.691,
002728,特一药业,5.804,
002461,珠江啤酒,7.706,
002511,中顺洁柔,2.779,
002295,精艺股份,3.564,
603600,永艺股份,8.354,
002399,海普瑞,5.964,
002224,三 力 士,3.813,
000060,中金岭南,4.405,
600573,惠泉啤酒,3.342,
002326,永太科技,3.927,
603730,岱美股份,2.361,
601702,华峰铝业,2.161,
601969,海南矿业,3.125,
000630,铜陵有色,2.647,
605166,聚合顺,2.038,
603856,东宏股份,2.765,
603787,新日股份,3.071,
002664,信质集团,2.379,
603599,广信股份,2.031,
603658,安图生物,5.318,
603825,华扬联众,5.515,
002702,海欣食品,2.579,
002961,瑞达期货,2.47,
000677,恒天海龙,2.079,
605086,龙高股份,2.006,
000830,鲁西化工,3.78,
000902,新洋丰,5.284,
600580,卧龙电驱,3.903,
600549,厦门钨业,6.275,
603713,密尔克卫,3.079,
603299,苏盐井神,2.566,
603897,长城科技,2.968,
002084,海鸥住工,2.028,
601058,赛轮轮胎,2.297,
002768,国恩股份,2.369,
002048,宁波华翔,31.471,
600367,红星发展,2.381,
603938,三孚股份,3.797,
603890,春秋电子,2.101,
002098,浔兴股份,5.315,
603386,骏亚科技,2.013,
002557,洽洽食品,2.374,
000753,漳州发展,2.612,
600433,冠豪高新,2.747,
603915,国茂股份,2.058,
600885,宏发股份,3.844,
000893,亚钾国际,6.26,
603439,贵州三力,3.716,
002805,丰元股份,3.514,
002698,博实股份,5.675,
601369,陕鼓动力,4.142,
002332,仙琚制药,3.41,
603937,丽岛新材,2.328,
603113,金能科技,2.332,
603089,正裕工业,2.254,
002250,联化科技,3.554,
601222,林洋能源,6.685,
603855,华荣股份,4.806,
603926,铁流股份,2.028,
002375,亚厦股份,2.197,
002136,安 纳 达,2.794,
000810,创维数字,55.308,
002085,万丰奥威,2.072,
002020,京新药业,4.429,
002836,新宏泽,2.732,
002222,福晶科技,9.598,
002073,软控股份,2.089,
002244,滨江集团,5.711,
002752,昇兴股份,2.023,
601233,桐昆股份,8.672,
002675,东诚药业,10.134,
002011,盾安环境,2.07,
603617,君禾股份,3.398,
002915,中欣氟材,4.018,
002430,杭氧股份,9.806,
603348,文灿股份,6.557,
002860,星帅尔,5.707,
600966,博汇纸业,7.135,
002979,雷赛智能,2.001,
002497,雅化集团,6.879,
600751,海航科技,2.332,
603127,昭衍新药,2.742,
002421,达实智能,6.827,
603351,威尔药业,3.107,
002851,麦格米特,2.395,
603178,圣龙股份,3.271,
002705,新宝股份,4.377,
002937,兴瑞科技,3.845,
603337,杰克股份,2.209,
600876,凯盛新能,5.988,
603809,豪能股份,2.66,
600521,华海药业,2.092,
601636,旗滨集团,1158.547,
002078,太阳纸业,6.182,
002063,远光软件,83.977,
002145,中核钛白,5.676,
002759,天际股份,9.567,
002908,德生科技,3.373,
601008,连云港,7.524,
603601,再升科技,4.152,
603677,奇精机械,3.051,
002444,巨星科技,3.068,
002298,中电兴发,7.529,
600486,扬农化工,7.217,
002687,乔治白,2.022,
001266,宏英智能,2.448,
002083,孚日股份,3.98,
002960,青鸟消防,2.591,
002865,钧达股份,13.482,
002543,万和电气,6.946,
002897,意华股份,4.104,
002446,盛路通信,2.299,
600114,东睦股份,2.85,
603158,腾龙股份,2.096,
600103,青山纸业,2.758,
002760,凤形股份,8.095,
600584,长电科技,5.15,
600584,长电科技,5.667,
600584,长电科技,10.657,
600584,长电科技,10.657,
