600584,长电科技,7.737,
605222,起帆电缆,2.338,
605123,派克新材,3.631,
605111,新洁能,2.875,
002079,苏州固锝,2.256,
002734,利民股份,2.416,
603100,川仪股份,2.872,
600338,西藏珠峰,19.665,
002298,中电兴发,7.529,
002088,鲁阳节能,2.885,
002461,珠江啤酒,7.706,
600380,健康元,3.84,
002409,雅克科技,5.698,
000021,深科技,4.349,
603327,福蓉科技,2.33,
000676,智度股份,2.062,
002152,广电运通,2.262,
002065,东华软件,4.504,
002996,顺博合金,3.795,
002673,西部证券,5.108,
605358,立昂微,17.834,
002106,莱宝高科,5.135,
000034,神州数码,3.932,
600573,惠泉啤酒,3.388,
603713,密尔克卫,3.173,
603005,晶方科技,5.326,
002008,大族激光,10.64,
002897,意华股份,4.104,
605366,宏柏新材,2.807,
603002,宏昌电子,4.588,
600363,联创光电,2.695,
002222,福晶科技,9.598,
603766,隆鑫通用,2.746,
600498,烽火通信,2.853,
002119,康强电子,2.702,
000719,中原传媒,2.17,
000519,中兵红箭,49.933,
002446,盛路通信,2.299,
600662,外服控股,2.356,
603818,曲美家居,5.62,
002045,国光电器,3.435,
002960,青鸟消防,3.028,
002745,木林森,8.116,
002303,美盈森,4.012,
002402,和而泰,68.636,
601231,环旭电子,15.249,
002215,诺 普 信,4.308,
600206,有研新材,16.474,
002300,太阳电缆,7.529,
000823,超声电子,3.118,
603938,三孚股份,3.837,
601869,长飞光纤,2.183,
600966,博汇纸业,7.135,
002983,芯瑞达,2.103,
000976,华铁股份,9.074,
603868,飞科电器,2.007,
601678,滨化股份,3.14,
002851,麦格米特,2.429,
000062,深圳华强,33.377,
605058,澳弘电子,2.215,
002020,京新药业,4.266,
002038,双鹭药业,2.077,
600487,亨通光电,2.844,
600810,神马股份,2.53,
600751,海航科技,2.144,
002829,星网宇达,8.767,
000830,鲁西化工,3.652,
600285,羚锐制药,2.932,
603303,得邦照明,3.019,
002465,海格通信,2.897,
002993,奥海科技,2.42,
000801,四川九洲,4.686,
000837,秦川机床,10.236,
603969,银龙股份,3.422,
600596,新安股份,11.986,
600273,嘉化能源,47.464,
600366,宁波韵升,2.669,
002346,柘中股份,2.402,
000822,山东海化,2.62,
601222,林洋能源,6.685,
601198,东兴证券,9.308,
600183,生益科技,13.895,
002584,西陇科学,18.053,
002583,海能达,5.683,
002687,乔治白,2.022,
603518,锦泓集团,25.76,
600612,老凤祥,2.875,
002273,水晶光电,10.99,
601555,东吴证券,6.846,
002105,信隆健康,2.389,
002035,华帝股份,17.703,
603336,宏辉果蔬,4.26,
002705,新宝股份,3.47,
603128,华贸物流,3.427,
002825,纳尔股份,6.783,
000848,承德露露,2.829,
002562,兄弟科技,4.38,
600345,长江通信,9.418,
600879,航天电子,2.381,
600562,国睿科技,13.721,
600805,悦达投资,3.856,
003043,华亚智能,3.177,
600216,浙江医药,2.034,
000970,中科三环,3.575,
002498,汉缆股份,2.865,
002191,劲嘉股份,2.918,
603266,天龙股份,4.109,
002543,万和电气,6.737,
600229,城市传媒,2.153,
002158,汉钟精机,35.673,
603609,禾丰股份,2.514,
600382,ST广珠,8.472,
600929,雪天盐业,3.849,
600328,中盐化工,4.351,
603601,再升科技,4.152,
600060,海信视像,3.523,
002204,大连重工,2.218,
002500,山西证券,4.257,
002606,大连电瓷,5.153,
002136,安 纳 达,2.959,
002836,新宏泽,2.732,
603928,兴业股份,2.018,
000709,河钢股份,2.862,
603323,苏农银行,2.065,
002046,国机精工,7.402,
002878,元隆雅图,3.629,
002865,钧达股份,13.482,
603299,苏盐井神,2.591,
002381,双箭股份,2.172,
002444,巨星科技,3.068,
600580,卧龙电驱,3.556,
601011,宝泰隆,34.039,
600720,祁连山,6.108,
601778,晶科科技,2.361,
605589,圣泉集团,2.035,
000728,国元证券,2.339,
603706,东方环宇,2.053,
601456,国联证券,2.621,
002683,广东宏大,16.788,
000902,新洋丰,5.383,
002048,宁波华翔,26.109,
600857,宁波中百,2.971,
002228,合兴包装,2.317,
002839,张家港行,2.182,
600980,北矿科技,3.275,
000422,湖北宜化,2.854,
002429,兆驰股份,7.252,
002533,金杯电工,4.873,
000922,佳电股份,8.168,
600862,中航高科,104.174,
600909,华安证券,2.376,
000626,远大控股,35.226,
002258,利尔化学,2.321,
000912,泸天化,3.295,
600480,凌云股份,5.525,
600746,江苏索普,2.666,
002225,濮耐股份,3.675,
600590,泰豪科技,2.836,
603611,诺力股份,2.68,
002276,万马股份,2.489,
601811,新华文轩,2.282,
603012,创力集团,3.108,
603927,中科软,3.479,
000505,京粮控股,2.468,
000088,盐 田 港,3.382,
